,dt,open,close,high,low,vol,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,jw30,baijiao,buy_signal,sell_signal,cash,chicang,buy_detail,sell_detail,profit,max_zhiying_prices
210,2024-01-03 02:01:00,47.915,47.885,47.915,47.885,124200,1704218460,,,,,1.0,,,,,,-14.662820141074675,11.532803395768774,-8.98995992211286,-78.28188129612465,1,0,50024.655,47.915:1043.0;,47.915:1043.0;,,0.0,47.915;
338,2024-01-03 04:09:00,47.164,47.175,47.175,47.145,137944,1704226140,,,,,1.0,,,,,,-5.896852410025545,6.072505436562118,-19.09139380672697,-74.10613947933827,1,0,30.814999999995052,47.915:1043.0;47.164:1060.0;,47.164:1060.0;,,0.0,48.1;47.164;
386,2024-01-03 04:57:00,47.79,47.825,47.825,47.79,359712,1704229020,,,,,,,,,,,120.7621629885088,12.021684117310684,-20.70157425820308,82.79020368635199,0,0,100533.185,,,47.79:1043.0;47.79:1060.0;,533.1849999999976,48.1;47.79;
46,2024-01-03 23:17:00,46.615,46.659,46.685,46.615,261880,1704295020,1.0,,,,,,,,,,-3.237038908399789,16.667135342213683,11.012132278725232,-77.64105760258853,1,0,50282.215,46.615:1078.0;,46.615:1078.0;,,0.0,46.615;
71,2024-01-03 23:42:00,46.535,46.51,46.562,46.51,270712,1704296520,,,,,,,,,1.0,,7.897935382282021,8.76770529710548,9.655727295628015,-73.82420219068386,1,0,24.415000000000873,46.615:1078.0;46.535:1080.0;,46.535:1080.0;,,0.0,46.785;46.535;
300,2024-01-04 03:31:00,47.045,47.104,47.104,47.045,265424,1704310260,,1.0,,,,,,,,,98.70120439927064,59.29091196592107,7.3933179636027155,78.7879102502215,0,1,50785.97,46.615:539.0;46.535:540.0;,,47.045:539;47.045:540;,507.1700000000026,47.075;47.075;
386,2024-01-04 04:57:00,46.385,46.4,46.4,46.379,237784,1704315420,,,,,,,,,,,16.93161303688302,33.95120185218751,6.397985184555651,-67.01768858191168,0,0,100835.385,,,46.385:539.0;46.385:540.0;,-204.9700000000014,47.095;47.095;
296,2024-01-05 03:27:00,45.955,45.905,45.955,45.886,70820,1704396420,1.0,,,,,,,,,,-5.222379284219059,15.894020142210977,7.895546994599147,-75.36255297402816,1,0,50422.75,45.955:1097.0;,45.955:1097.0;,,0.0,45.955;
386,2024-01-05 04:57:00,45.603,45.615,45.645,45.585,666704,1704401820,,,,,,,,,,,-0.7440406429978452,8.833362890717225,6.642510981571771,-76.71079397719976,0,0,100449.24100000001,,,45.603:1097.0;,-386.1439999999964,46.125;
387,2024-01-05 04:58:00,45.625,45.605,45.625,45.59,183496,1704401880,,,,,,,,,1.0,,-0.8665576274715647,8.833362890717225,6.642510981571771,-75.26683307382747,1,0,100449.24100000001,,,,0.0,46.125;
280,2024-02-14 03:11:00,55.915,55.891,55.936,55.891,192396,1707851460,,,,,,,,,1.0,,-6.81114411492176,13.328335538516306,1.5701620970461363,-74.36173540805012,1,0,50237.57100000001,55.915:898.0;,55.915:898.0;,,0.0,55.915;
282,2024-02-14 03:13:00,55.905,55.83,55.905,55.83,105644,1707851580,,,,,1.0,,,,,,-7.960260917554347,13.328335538516306,1.5701620970461363,-76.49034519677721,1,0,34.8810000000085,55.915:898.0;55.905:898.0;,55.905:898.0;,,0.0,55.915;55.905;
286,2024-02-14 03:17:00,55.795,55.755,55.795,55.735,250936,1707851820,,,,,,,1.0,,,,-6.443127937257767,9.48931891638317,1.5701620970461363,-69.14905967158724,1,0,34.8810000000085,55.915:898.0;55.905:898.0;,,,0.0,55.915;55.905;
386,2024-02-14 04:57:00,56.355,56.45,56.45,56.355,539480,1707857820,,,,,,,,,,,126.22022397859054,20.297106379701567,-14.729850976911052,76.389727179578,0,0,101248.461,,,56.355:898.0;56.355:898.0;,799.2199999999941,56.355;56.355;
346,2024-03-06 04:17:00,58.035,58.015,58.041,58.015,151040,1709669820,,,1.0,,,,,,,,14.907685189997409,4.019394209072292,-11.530776186716508,-62.00736621304123,1,0,50641.941,58.035:872.0;,58.035:872.0;,,0.0,58.035;
386,2024-03-06 04:57:00,58.725,58.74,58.775,58.725,444664,1709672220,,,,,,,,,,,122.44648079384078,24.610283726768458,-16.718112203891366,80.56617689872513,0,0,101850.141,,,58.725:872.0;,601.6800000000042,58.725;
235,2024-04-16 01:26:00,57.156,57.045,57.156,57.045,244980,1713201960,,,1.0,,,,,,,,4.617769881920438,-3.759750060346129,8.490702580457551,-78.05907775321465,1,0,50981.30100000001,57.156:890.0;,57.156:890.0;,,0.0,57.156;
244,2024-04-16 01:35:00,56.26,56.34,56.405,56.26,724264,1713202500,,,,,1.0,,,,,,-0.8895692792101002,-6.113453360986682,3.170561631229674,-67.17549946631209,1,0,66.00100000001112,57.156:890.0;56.26:905.0;,56.26:905.0;,,0.0,57.156;56.26;
386,2024-04-16 03:57:00,55.94,55.955,55.955,55.91,321328,1713211020,,,,,,,,,,,99.13700126659394,1.7795636962696797,-9.680658839375369,58.30759951554042,0,0,100478.301,,,55.94:890.0;55.94:905.0;,-1371.840000000001,57.156;56.445;
19,2024-04-16 21:50:00,55.45,55.565,55.57,55.45,265617,1713275400,1.0,,,,,,,,,,42.19723473186068,10.187972536763064,2.80599631676224,-49.78386836199945,1,0,50240.601,55.45:906.0;,55.45:906.0;,,0.0,55.45;
30,2024-04-16 22:01:00,55.93,55.875,55.93,55.875,293664,1713276060,,1.0,,,,,,,,,74.19131238806193,15.631264764086495,2.891605367564374,70.54559917601334,0,1,75576.891,55.45:453.0;,,55.93:453;,217.43999999999858,56.08;
281,2024-04-17 02:12:00,56.68,56.68,56.72,56.635,243848,1713291120,,,,,,,,1.0,,1.0,93.64780346583316,82.37282403084438,4.254346476762677,68.2546216878296,0,1,101252.93100000001,,,56.68:453.0;,557.1899999999986,56.685;
196,2024-04-18 00:47:00,53.43,53.395,53.43,53.35,463924,1713372420,,,1.0,,,,,,,,-1.583924484160864,-16.866411792922364,4.738198248611781,-75.04775294890372,1,0,50654.72100000001,53.43:947.0;,53.43:947.0;,,0.0,53.43;
386,2024-04-18 03:57:00,53.94,53.9,53.99,53.9,242008,1713383820,,,,,,,,,,,87.01492710329384,46.23187642962199,6.982945415324956,63.93156937329341,0,0,101735.90100000001,,,53.94:947.0;,482.9699999999981,55.0;
10,2024-04-19 21:41:00,51.84,51.762,51.905,51.76,357502,1713534060,1.0,,,,,,,,,,24.297852652928256,15.532400115526592,11.468342624089058,-63.097888094482535,1,0,50880.86100000001,51.84:981.0;,51.84:981.0;,,0.0,51.84;
18,2024-04-19 21:49:00,52.11,52.06,52.11,52.01,346837,1713534540,,1.0,,,,,,,,,38.30433930691052,18.496065005229973,11.468342624089058,16.10145992244484,0,1,76466.87100000001,51.84:490.0;,,52.11:491;,132.56999999999806,52.339;
